"Season","1st Date","# of Perfs","Conductor","Orch.","Location","Venue","Event","Soloist","ID"
"1914-15","02/20/1915 20:15:00","1","Josef Stránský","New York Philharmonic","Ithaca, NY","Bailey Hall","Tour","Julia Culp","1149"
"1914-15","02/19/1915 20:15:00","1","Josef Stránský","New York Philharmonic","Ithaca, NY","Bailey Hall","Tour","Julia Culp","1146"
"1914-15","02/16/1915 20:15:00","1","Josef Stránský","New York Philharmonic","Syracuse, NY","Wieting Opera House","Tour","Elena Gerhardt","1136"
"1914-15","02/07/1915 15:00:00","1","Josef Stránský","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Julia Culp","6287"
"1914-15","01/21/1915 20:15:00","2","Josef Stránský","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Fritz Kreisler","1982"
"1914-15","01/10/1915 15:00:00","1","Josef Stránský","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Olive Fremstad,Lina Coen Van Lier","1947"
"1914-15","12/13/1914 15:15:00","1","Josef Stránský","New York Philharmonic","Brooklyn, NY","Brooklyn Academy of Music","Subscription Season","David Sapirstein","5599"
"1914-15","12/04/1914 15:00:00","2","Walter Damrosch","New York Symphony","Manhattan, NY","Aeolian Hall","Subscription Season","Alma Gluck","8384"
"1914-15","11/29/1914 15:00:00","1","Josef Stránský","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Frances Rose","1235"
"1914-15","11/19/1914 20:15:00","2","Josef Stránský","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Julia Culp","1219"
"1914-15","11/15/1914 15:00:00","1","Josef Stránský","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Arrigo Serato","1212"
"1914-15","11/02/1914 20:15:00","1","Josef Stránský","New York Philharmonic","Springfield, MA","Municipal Auditorium","Tour","Leo Schulz","3488"
"1913-14","03/28/1914 20:15:00","1","Josef Stránský","New York Philharmonic","Manhattan, NY","Columbia University - Gymnasium","Subscription Season","No Soloist","7917"
"1913-14","03/07/1914 00:00:00","1","Josef Stránský","New York Philharmonic","Manhattan, NY","Hotel Astor","Subscription Season","Rubin Goldmark","5323"
"1913-14","03/07/1914 20:15:00","1","Walter Damrosch","New York Symphony","Manhattan, NY","Carnegie Hall","Subscription Season","Oratorio Society of New York","10439"
"1913-14","03/05/1914 20:15:00","2","Josef Stránský","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Ottilie Metzger","5316"
"1913-14","03/04/1914 20:15:00","1","Walter Damrosch","New York Symphony","Brooklyn, NY","Brooklyn Academy of Music","Subscription Season","Josef Hofmann","10438"
"1913-14","02/27/1914 20:15:00","1","","New York Symphony","Manhattan, NY","Unknown Venue","Chamber","Willem Willeke,Gustave Langenus,Morris Tivin,Kneisel Quartet,Franz Kneisel,Hans Letz,Louis Svecenski,Joseph Franzl,Ugo Savolini","10436"
"1913-14","02/25/1914 20:15:00","1","Walter Damrosch","New York Symphony","Manhattan, NY","Unknown Venue","Subscription Season","Oscar Seagle","10435"
"1913-14","02/20/1914 20:15:00","1","Walter Damrosch","New York Symphony","Manhattan, NY","Unknown Venue","Subscription Season","Kathleen Parlow","10434"
"1913-14","02/01/1914 15:00:00","1","Josef Stránský","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Julia Culp","918"
"1913-14","01/22/1914 20:15:00","2","Josef Stránský","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Carl Flesch","3973"
"1913-14","01/12/1914 20:15:00","1","Josef Stránský","New York Philharmonic","Princeton, NJ","Alexander Hall","Runout","Leopold Kramer","3952"
"1913-14","12/20/1913 14:30:00","1","Walter Damrosch","New York Symphony","Manhattan, NY","Carnegie Hall","Young People's Concert","Choir of St. Bartholomew's Church","10431"
"1913-14","12/07/1913 15:00:00","1","Josef Stránský","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Alice Nielsen","251"
"1913-14","11/24/1913 20:30:00","1","Josef Stránský","New York Philharmonic","Baltimore, MD","Lyric Theatre","Tour","Leopold Kramer","5533"
"1913-14","11/22/1913 00:00:00","1","Walter Damrosch","New York Symphony","Manhattan, NY","Carnegie Hall","Young People's Concert","Kathleen Parlow","10429"
"1912-13","03/02/1913 15:00:00","1","Josef Stránský","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Rudolph Ganz","4400"
"1912-13","03/01/1913 14:30:00","1","Walter Damrosch","New York Symphony","Manhattan, NY","Carnegie Hall","Young People's Concert","","13839"
"1912-13","02/19/1913 20:15:00","1","Josef Stránský","New York Philharmonic","Johnstown, PA","Cambria Theater","Tour","Marie Rappold","2301"
"1912-13","01/13/1913 20:15:00","1","Josef Stránský","New York Philharmonic","Princeton, NJ","Alexander Hall","Runout","Leo Schulz","1844"
"1912-13","01/11/1913 20:15:00","1","Josef Stránský","New York Philharmonic","Scranton, PA","Town Hall","Runout","Marie Rappold","1836"
"1912-13","01/09/1913 20:15:00","1","Josef Stránský","New York Philharmonic","Auburn, NY","Burtis Auditorium","Tour","Marie Rappold","1831"
"1912-13","01/08/1913 20:15:00","1","Josef Stránský","New York Philharmonic","Rochester, NY","Convention Hall","Tour","Marie Rappold","1826"
"1912-13","01/07/1913 20:15:00","1","Josef Stránský","New York Philharmonic","Buffalo, NY","Convention Hall","Tour","Marie Rappold","1822"
"1912-13","01/05/1913 15:00:00","2","Walter Damrosch","New York Symphony","Manhattan, NY","Aeolian Hall","Subscription Season","Mischa Elman","8343"
"1912-13","12/19/1912 20:15:00","2","Josef Stránský","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Arion Choral Society,Carl Jorn","6738"
"1912-13","11/28/1912 20:15:00","2","Josef Stránský","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Eugène Ysaÿe,Frank L. Sealy","2421"
"1912-13","11/27/1912 20:30:00","1","Josef Stránský","New York Philharmonic","Richmond, VA","City Auditorium","Tour","Mischa Elman","13378"
"1912-13","11/14/1912 20:15:00","2","Josef Stránský","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Mischa Elman","2393"
"1912-13","11/10/1912 15:30:00","1","Josef Stránský","New York Philharmonic","Boston, MA","Symphony Hall","Tour","Mischa Elman","13382"
"1912-13","11/07/1912 20:15:00","1","Josef Stránský","New York Philharmonic","Providence, RI","Infantry Hall","Tour","Mischa Elman","4621"
"1911-12","03/22/1912 15:10:00","1","Walter Damrosch","New York Symphony","Manhattan, NY","Century Theatre","Subscription Season","Putnam Griswold","8332"
"1911-12","03/14/1912 20:15:00","2","Josef Stránský","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Max Liebling","3516"
"1911-12","01/16/1912 16:30:00","1","Josef Stránský","New York Philharmonic","Washington, DC","National Theatre","Tour","Efrem Zimbalist","4451"
"1911-12","01/09/1912 20:15:00","1","Josef Stránský","New York Philharmonic","Buffalo, NY","Convention Hall","Tour","Josef Lhevinne","4412"
"1911-12","01/07/1912 15:00:00","1","Josef Stránský","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Josef Lhevinne","2193"
"1911-12","01/05/1912 15:10:00","2","Walter Damrosch","New York Symphony","Manhattan, NY","Century Theatre","Subscription Season","Wilhelm Backhaus","8321"
"1911-12","12/14/1911 20:15:00","2","Josef Stránský","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Lillian Nordica","5857"
"1911-12","12/10/1911 15:00:00","1","Josef Stránský","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Paolo Gallico,No Soloist","5853"
"1911-12","11/29/1911 15:30:00","1","Josef Stránský","New York Philharmonic","Philadelphia, PA","Academy of Music","Tour","Lillian Nordica,E. Romayne Simmons","13374"
"1911-12","11/23/1911 20:15:00","2","Josef Stránský","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","","1485"
"1911-12","11/10/1911 15:10:00","1","Walter Damrosch","New York Symphony","Manhattan, NY","Century Theatre","Subscription Season","Paul Kéfer,David Mannes,Alexander Saslavsky","8313"
"1911-12","11/05/1911 15:00:00","1","Walter Damrosch","New York Symphony","Manhattan, NY","Century Theatre","Subscription Season","","8312"
"1911-12","11/02/1911 20:15:00","1","Josef Stránský","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Efrem Zimbalist","1457"
"1910-11","03/21/1911 20:15:00","2","Theodore Spiering","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Ernestine Schumann-Heink","2622"
"1910-11","02/28/1911 16:30:00","1","Theodore Spiering","New York Philharmonic","Washington, DC","National Theatre","Tour","Ernest Hutcheson","9418"
"1910-11","02/16/1911 20:15:00","1","Gustav Mahler","New York Philharmonic","Hartford, CT","Parsons Theatre","Tour","Gustav Mahler","13361"
"1910-11","01/15/1911 15:00:00","1","Walter Damrosch","New York Symphony","Manhattan, NY","New Theatre","Subscription Season","Horatio Connell","8288"
"1910-11","12/13/1910 20:15:00","2","Gustav Mahler","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Xaver Scharwenka","4945"
"1910-11","12/10/1910 00:00:00","1","Gustav Mahler","New York Philharmonic","Utica, NY","Majestic Theatre","Tour","Gustav Mahler","13359"
"1910-11","12/09/1910 00:00:00","1","Gustav Mahler","New York Philharmonic","Syracuse, NY","Wieting Opera House","Tour","Gustav Mahler","13358"
"1910-11","12/05/1910 00:00:00","1","Gustav Mahler","New York Philharmonic","Pittsburgh, PA","Soldiers Memorial Hall","Tour","Gustav Mahler","9414"
"1909-10","02/03/1910 20:15:00","2","Gustav Mahler","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Tilly Koenen","4752"
"1909-10","02/01/1910 14:45:00","1","Gustav Mahler","New York Philharmonic","Manhattan, NY","New Theatre","Special","Riccardo Martin","9739"
"1909-10","01/17/1910 20:15:00","1","Gustav Mahler","New York Philharmonic","Philadelphia, PA","Academy of Music","Runout","","377"
"1909-10","01/14/1910 14:30:00","1","Gustav Mahler","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","","371"
"1909-10","01/06/1910 20:15:00","2","Gustav Mahler","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Ferruccio Busoni","364"
"1909-10","12/12/1909 15:00:00","1","Gustav Mahler","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Yolanda Mero","4068"
"1909-10","12/08/1909 20:15:00","1","Gustav Mahler","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Bella Alten","4059"
"1909-10","12/03/1909 20:15:00","1","Gustav Mahler","New York Philharmonic","Brooklyn, NY","Brooklyn Academy of Music","Subscription Season","Maud Powell","4051"
"1909-10","12/02/1909 14:30:00","1","Walter Damrosch","New York Symphony","Manhattan, NY","Carnegie Hall","Special","Isadora Duncan","9979"
"1909-10","11/16/1909 20:15:00","1","Walter Damrosch","New York Symphony","Manhattan, NY","Carnegie Hall","Subscription Season","Fritz Kreisler","8253"
"1909-10","11/14/1909 15:00:00","1","Walter Damrosch","New York Symphony","Manhattan, NY","New Theatre","Subscription Season","Fritz Kreisler","8252"
"1909-10","11/04/1909 20:15:00","2","Gustav Mahler","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","","7062"
"1908-09","04/04/1909 00:00:00","1","Walter Damrosch","New York Symphony","Manhattan, NY","Carnegie Hall","Pension Fund Benefit Concert","Lillian Nordica","13841"
"1908-09","03/16/1909 20:15:00","1","Walter Damrosch","New York Symphony","Manhattan, NY","Carnegie Hall","Subscription Season","Edith Chapman Goold","8249"
"1908-09","03/05/1909 14:30:00","2","Wassily Safonoff","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","","3757"
"1908-09","02/18/1909 15:30:00","1","Walter Damrosch","New York Symphony","Manhattan, NY","Carnegie Hall","Subscription Season","Ludwig Wuellner","8240"
"1908-09","02/14/1909 15:00:00","1","Walter Damrosch","New York Symphony","Manhattan, NY","Carnegie Hall","Subscription Season","Paul Kéfer","8239"
"1908-09","02/04/1909 15:30:00","1","Walter Damrosch","New York Symphony","Manhattan, NY","Carnegie Hall","Subscription Season","Jeanne Jomelli","8236"
"1908-09","12/13/1908 15:00:00","1","Gustav Mahler","New York Symphony","Manhattan, NY","Carnegie Hall","Subscription Season","","8218"
"1908-09","11/01/1908 00:00:00","1","Walter Damrosch","New York Symphony","Manhattan, NY","Carnegie Hall","Subscription Season","Josef Lhevinne","8180"
"1907-08","04/05/1908 15:00:00","1","Walter Damrosch","New York Symphony","Manhattan, NY","Carnegie Hall","Subscription Season","Oratorio Society of New York,Jeanne Jomelli,Reed Miller,Mary Lansing,David Mannes,Claude A. Cunningham,Mount Vernon Choral Society,Entire String Section","5995"
"1907-08","03/29/1908 15:00:00","1","Walter Damrosch","New York Symphony","Manhattan, NY","Carnegie Hall","Subscription Season","Claude A. Cunningham","5834"
"1907-08","03/22/1908 15:00:00","1","Walter Damrosch","New York Symphony","Manhattan, NY","Carnegie Hall","Subscription Season","Jeanne Jomelli","4899"
"1907-08","03/15/1908 15:00:00","1","Walter Damrosch","New York Symphony","Manhattan, NY","Carnegie Hall","Subscription Season","Mary Lansing","4804"
"1907-08","02/07/1908 14:30:00","2","Wassily Safonoff","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Jean Gerardy","5907"
"1906-07","03/15/1907 14:30:00","2","Wassily Safonoff","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Corinne Rider-Kelsey","1997"
"1906-07","02/09/1907 14:30:00","1","Frank Damrosch","New York Symphony","Manhattan, NY","Carnegie Hall","Young People's Concert","","13758"
"1906-07","01/25/1907 14:30:00","2","Wassily Safonoff","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Hugo Heermann","1525"
"1906-07","01/04/1907 14:30:00","2","Wassily Safonoff","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Ossip Gabrilowitsch","641"
"1906-07","11/16/1906 14:30:00","2","Wassily Safonoff","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Josef Lhevinne","7324"
"1905-06","03/23/1906 14:30:00","2","Fritz Steinbach","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Harold Bauer","1068"
"1905-06","03/04/1906 15:00:00","2","Walter Damrosch","New York Symphony","Manhattan, NY","Carnegie Hall","Subscription Season","Rafael Joseffy","8165"
"1905-06","03/02/1906 14:30:00","2","Victor Herbert","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Henri Marteau","1058"
"1905-06","02/08/1906 20:00:00","1","Felix Weingartner","New York Symphony","Brooklyn, NY","Brooklyn Institute of Arts and Sciences","Non-Subscription","David Mannes","13843"
"1905-06","02/04/1906 15:00:00","2","Felix Weingartner","New York Symphony","Manhattan, NY","Carnegie Hall","Subscription Season","Rudolph Ganz","8163"
"1905-06","12/19/1905 20:15:00","1","Walter Damrosch","New York Symphony","Manhattan, NY","Carnegie Hall","Subscription Season","Bessie Abott","9940"
"1905-06","12/15/1905 14:30:00","2","Max Fiedler","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Johanna Gadski","3424"
"1904-05","06/05/1905 20:15:00","1","Walter Damrosch","New York Symphony","Manhattan, NY","New York Theatre Roof","Special","Monsieur Dubois","10535"
"1904-05","02/14/1905 14:30:00","2","Felix Weingartner","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Josef J. Kovarik","6168"
"1904-05","02/13/1905 20:15:00","1","Walter Damrosch","New York Symphony","Manhattan, NY","Carnegie Hall","Special","Eugène Ysaÿe","10528"
"1904-05","02/05/1905 15:00:00","1","Walter Damrosch","New York Symphony","Manhattan, NY","Carnegie Hall","Subscription Season","Eugène Ysaÿe","8156"
"1904-05","01/24/1905 20:15:00","1","Eugène Ysaÿe","New York Symphony","Manhattan, NY","Carnegie Hall","Special","Eugène Ysaÿe","10526"
"1904-05","11/11/1904 14:30:00","2","Gustav Friedrich Kogel","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Josef Hofmann","1079"
